id,FAMSIZE,SEX,AGE,MARST,BIRTHYR,YRMARR,RACE,HISPAN,HCOVANY,EDUC,CLASSWKR,UHRSWORK,WORKEDYR,INCTOT,FTOTINC,INCWAGE,INCBUS00,INCWELFR,DIFFHEAR,VETSTAT,DEPARTS,ARRIVES,GCHOUSE,WORK_STATUS,DIVINYR,WIDINYR
3142,1,female,74,Widowed,1941,1957,white,0,1,High school,Works for wages,0,No,17100,17100,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,0,0
3143,6,female,74,Widowed,1941,1985,white,0,1,Less than high school,Works for wages,0,No,12700,28700,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3144,1,female,78,Widowed,1937,1956,white,0,1,College or greater,Works for wages,0,No,26400,26400,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3145,3,male,78,Married,1937,1977,white,0,1,College or greater,Works for wages,0,No,18200,46100,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3146,3,female,67,Widowed,1948,1966,Otherse,0,1,High school,Works for wages,0,"No, but worked 1-5 yrs age",9800,9800,0,0,0,0,Not a veteran,NA,NA,1,Not in labor force,0,0
3147,2,female,71,Widowed,1944,1971,white,0,1,Less than high school,Works for wages,0,No,8000,14200,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3148,3,male,65,Married,1950,1971,white,0,1,College or greater,Self-employed,45,Yes,41300,76300,40000,0,0,0,Not a veteran,PM,PM,0,Employed,0,0
3149,1,male,77,Divorced,1938,1992,white,0,1,College or greater,Works for wages,39,Yes,37500,37500,34000,0,0,0,Veteran,PM,PM,0,Employed,0,0
3150,2,male,70,Married,1945,1967,white,0,1,College or greater,Self-employed,40,Yes,28530,55360,0,10100,0,0,Veteran,PM,PM,0,Employed,0,0
3151,2,female,69,Married,1946,1985,white,0,1,Less than high school,Works for wages,0,No,6000,76000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3152,1,male,74,Widowed,1941,1974,Black,0,1,High school,Self-employed,0,No,37800,37800,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,0,1
3153,2,male,74,Married,1941,1960,white,0,1,College or greater,Works for wages,20,Yes,69900,94900,16000,0,0,0,Not a veteran,PM,PM,0,Employed,0,0
3154,2,female,86,Married,1929,1948,white,0,1,College or greater,Self-employed,0,No,10400,46500,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3155,2,male,68,Married,1947,1981,white,0,1,College or greater,Self-employed,60,Yes,30000,76000,11000,0,0,1,Veteran,NA,NA,0,Not in labor force,0,0
3156,1,male,74,Married,1941,1966,white,0,1,Less than high school,Works for wages,0,No,25000,25000,0,0,0,1,Veteran,NA,NA,0,Not in labor force,0,0
3157,2,male,85,Widowed,1930,1948,white,0,1,High school,Works for wages,0,No,41200,53700,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
3158,2,female,93,Widowed,1922,1937,white,0,1,High school,Works for wages,0,No,7800,47800,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3159,2,female,69,Married,1946,2001,white,0,1,High school,Self-employed,0,No,4900,40900,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3160,2,female,84,Married,1931,1958,Black,0,1,College or greater,Works for wages,0,No,22500,83000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3161,2,male,76,Married,1939,1972,Otherse,0,1,High school,Works for wages,0,No,12600,18000,0,0,0,1,Veteran,NA,NA,0,Not in labor force,0,0
3162,1,female,77,Widowed,1938,1984,Black,0,1,High school,Works for wages,0,No,14330,14330,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3163,1,female,72,Never married,1943,0,Black,0,1,College or greater,Works for wages,0,No,8900,9999999,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,NA,NA
3164,2,female,83,Married,1932,1958,white,0,1,High school,Works for wages,0,No,5700,27300,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3165,2,female,65,Married,1950,1975,Black,0,1,Less than high school,Self-employed,0,No,1900,21200,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,0,0
3166,3,male,68,Married,1947,1982,Black,0,1,Less than high school,Works for wages,0,"No, but worked 1-5 yrs age",6900,49100,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3167,1,female,77,Divorced,1938,1980,Black,0,1,College or greater,Self-employed,0,No,7600,7600,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3168,1,male,73,Never married,1942,0,Black,0,0,High school,Works for wages,0,No,0,9999999,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,NA,NA
3169,1,female,75,Never married,1940,0,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",23500,23500,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,NA,NA
3170,2,female,68,Married,1947,1971,Asian,0,1,High school,Works for wages,36,Yes,23000,77100,13700,0,0,0,Not a veteran,PM,PM,0,Employed,0,0
3171,2,female,69,Married,1946,1966,white,0,1,High school,Works for wages,0,No,11100,109200,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3172,2,female,66,Married,1949,1977,white,0,1,High school,Works for wages,0,No,17500,95500,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3173,2,female,69,Married,1946,1990,white,0,1,College or greater,Works for wages,50,Yes,9000,133500,9000,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3174,1,female,93,Widowed,1922,1959,Black,0,1,Less than high school,Works for wages,0,No,9300,9999999,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3175,1,female,74,Widowed,1941,1962,Black,0,1,College or greater,Works for wages,0,No,31000,31000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3176,2,female,83,Married,1932,1955,white,0,1,High school,Works for wages,0,No,1000,19000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3177,3,male,72,Divorced,1943,1974,Black,0,1,Less than high school,Works for wages,0,"No, but worked 1-5 yrs age",8500,-4600,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3178,2,male,86,Married,1929,1952,white,0,1,High school,Self-employed,0,No,5000,21100,0,0,0,1,Veteran,NA,NA,0,Not in labor force,0,0
3179,1,female,83,Never married,1932,0,white,0,1,College or greater,Works for wages,0,No,14200,14200,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,NA,NA
3180,2,female,79,Widowed,1936,1978,white,0,1,High school,Works for wages,0,No,15500,24500,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3181,2,male,82,Married,1933,2005,white,0,1,High school,Works for wages,0,No,41800,62100,0,0,0,1,Veteran,NA,NA,0,Not in labor force,0,0
3182,3,male,65,Married,1950,1968,Black,0,1,Less than high school,Works for wages,0,No,30000,70400,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3183,2,female,68,Married,1947,1991,white,0,1,Less than high school,Works for wages,0,No,4800,16800,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3184,1,female,78,Widowed,1937,1958,white,0,1,High school,Works for wages,0,No,2500,2500,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,0,0
3185,1,male,71,Never married,1944,0,Black,0,1,College or greater,Works for wages,0,No,31000,31000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,NA,NA
3186,2,female,65,Married,1950,1979,white,0,1,High school,Works for wages,40,Yes,16900,56500,15000,0,0,0,Not a veteran,PM,PM,0,Employed,0,0
3187,2,female,84,Married,1931,1966,white,0,1,College or greater,Works for wages,0,No,34000,150100,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3188,1,female,66,Widowed,1949,1970,white,0,1,College or greater,Works for wages,0,No,15000,15000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3189,3,female,68,Married,1947,1969,Black,0,1,College or greater,Works for wages,0,No,25100,140200,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3190,4,male,75,Married,1940,1976,Black,0,1,Less than high school,Self-employed,36,Yes,18600,47500,0,5000,0,0,Not a veteran,NA,NA,1,Not in labor force,0,0
3191,2,male,68,Married,1947,1969,white,0,1,College or greater,Self-employed,0,No,23400,40900,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3192,2,male,70,Married,1945,1992,white,0,1,High school,Works for wages,0,No,26400,56400,0,0,0,1,Veteran,NA,NA,0,Not in labor force,0,0
3193,2,male,82,Married,1933,1955,white,0,1,College or greater,Works for wages,11,Yes,39600,48200,4900,0,0,0,Veteran,PM,PM,0,Employed,0,0
3194,1,male,78,Widowed,1937,1957,white,0,1,College or greater,Works for wages,0,No,26000,26000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,1
3195,1,female,84,Widowed,1931,1969,white,0,1,College or greater,Works for wages,0,No,89300,89300,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3196,1,female,94,Married,1921,1945,white,0,1,Less than high school,Works for wages,0,No,3190,9999999,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,0,0
3197,2,male,70,Married,1945,1982,white,0,1,College or greater,Works for wages,0,No,29900,50500,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3198,2,male,68,Married,1947,1982,white,0,1,College or greater,Self-employed,36,Yes,232600,248900,0,211000,0,0,Veteran,PM,PM,0,Employed,0,0
3199,2,male,82,Married,1933,1980,white,0,1,College or greater,Works for wages,0,No,98000,161000,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
3200,2,male,67,Married,1948,1983,white,0,1,College or greater,Self-employed,40,Yes,5000,155000,0,5000,0,1,Veteran,NA,NA,0,Not in labor force,0,0
3201,4,female,68,Married,1947,1967,white,0,1,High school,Works for wages,35,Yes,43000,172000,24000,0,0,0,Not a veteran,PM,PM,1,Employed,0,0
3202,2,female,73,Widowed,1942,1961,white,0,1,High school,Self-employed,0,No,7900,22900,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3203,3,female,68,Married,1947,1965,white,0,1,High school,Works for wages,4,Yes,24400,86390,10000,0,0,0,Not a veteran,PM,PM,0,Employed,0,0
3204,2,female,70,Divorced,1945,1983,Black,0,1,High school,Works for wages,0,No,54000,67400,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3205,1,female,89,Never married,1926,0,white,0,1,High school,Works for wages,0,No,13000,9999999,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,NA,NA
3206,1,female,94,Widowed,1921,1943,white,0,1,High school,Works for wages,0,No,57100,57100,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3207,2,female,65,Married,1950,1973,white,0,1,High school,Works for wages,0,No,33400,98600,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3208,1,female,75,Divorced,1940,1978,white,0,1,High school,Self-employed,0,No,10500,10500,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,0,0
3209,1,female,85,Widowed,1930,1980,Black,0,1,High school,Works for wages,0,No,9600,9999999,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3210,2,male,77,Married,1938,1960,white,0,1,College or greater,Works for wages,0,No,63900,71100,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
3211,3,male,83,Married,1932,1956,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",37300,50600,0,0,0,1,Veteran,NA,NA,0,Not in labor force,0,0
3212,1,female,73,Widowed,1942,1980,white,0,1,Less than high school,Works for wages,0,No,18000,18000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3213,1,female,77,Divorced,1938,1956,white,0,1,High school,Works for wages,0,"No, but worked 1-5 yrs age",48000,48000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3214,2,male,67,Married,1948,1972,white,0,1,College or greater,Self-employed,50,Yes,105000,149000,80000,0,0,0,Not a veteran,PM,PM,0,Employed,0,0
3215,1,male,79,Never married,1936,0,white,0,1,High school,Works for wages,0,No,13500,13500,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,NA,NA
3216,1,female,80,Divorced,1935,1972,Black,0,1,College or greater,Self-employed,0,No,18300,18300,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,0,0
3217,2,female,70,Married,1945,1969,white,0,1,College or greater,Works for wages,37,Yes,89100,165020,67000,0,0,0,Not a veteran,PM,PM,0,Employed,0,0
3218,2,male,66,Widowed,1949,1989,Black,0,1,High school,Works for wages,0,No,34000,35500,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3219,3,male,74,Married,1941,1988,Otherse,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",64000,136900,0,0,0,0,Veteran,NA,NA,1,Not in labor force,0,0
3220,6,male,71,Married,1944,1963,white,0,1,College or greater,Works for wages,30,Yes,49500,76600,16500,9000,0,0,Not a veteran,PM,PM,1,Employed,0,0
3221,2,female,77,Widowed,1938,1962,Black,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",30360,51060,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3222,1,female,77,Widowed,1938,1955,Black,0,1,High school,Works for wages,40,Yes,35000,35000,30000,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3223,1,female,65,Widowed,1950,1995,white,0,1,High school,Works for wages,40,Yes,51000,51000,37000,0,0,0,Not a veteran,PM,PM,0,Employed,0,0
3224,1,female,73,Widowed,1942,1960,Black,0,1,High school,Works for wages,0,No,14900,14900,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3225,2,male,68,Married,1947,1982,white,0,1,College or greater,Works for wages,24,Yes,73400,84400,30000,0,0,0,Veteran,PM,PM,0,Employed,0,0
3226,2,male,84,Married,1931,1953,white,0,1,College or greater,Self-employed,0,No,129800,129800,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
3227,3,male,68,Married,1947,1974,white,0,1,High school,Works for wages,0,"No, but worked 1-5 yrs age",24000,49000,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
3228,2,male,83,Widowed,1932,1997,white,0,1,Less than high school,Works for wages,0,No,24000,37000,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,0,1
3229,1,male,76,Divorced,1939,1967,white,0,1,College or greater,Works for wages,0,No,65700,65700,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
3230,1,male,65,Never married,1950,0,white,0,1,High school,Works for wages,30,Yes,50900,50900,20000,0,0,0,Veteran,PM,PM,0,Employed,NA,NA
3231,3,male,67,Married,1948,1990,Black,0,1,High school,Self-employed,0,No,52000,192000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3232,5,female,65,Married,1950,1976,Black,0,0,College or greater,Works for wages,0,No,0,13300,0,0,0,0,Not a veteran,NA,NA,1,Not in labor force,0,0
3233,3,female,81,Widowed,1934,1949,Black,0,1,High school,Self-employed,0,No,9200,18200,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3234,3,male,65,Married,1950,1995,Black,0,1,High school,Works for wages,0,"No, but worked 1-5 yrs age",44400,44400,0,0,0,0,Veteran,NA,NA,1,Not in labor force,0,0
3235,2,female,70,Married,1945,1969,Black,0,1,High school,Works for wages,0,No,18800,26600,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3236,2,male,67,Married,1948,1992,Asian,0,1,Less than high school,Works for wages,0,"No, but worked 1-5 yrs age",37400,67900,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3237,3,female,76,Widowed,1939,1960,Asian,0,1,High school,Works for wages,0,No,24000,64200,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3238,2,female,77,Married,1938,1958,white,0,1,College or greater,Works for wages,0,No,7240,44240,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3239,2,female,66,Married,1949,1973,white,0,1,College or greater,Self-employed,4,Yes,19900,48900,3400,1500,0,0,Not a veteran,PM,PM,0,Employed,0,0
3240,3,female,68,Married,1947,1975,Asian,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",12300,96300,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3241,1,female,73,Widowed,1942,1962,white,0,1,High school,Works for wages,0,No,29001,29001,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,1
3242,2,male,69,Married,1946,1965,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",16800,20500,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3243,2,female,79,Married,1936,1954,white,0,1,College or greater,Works for wages,0,No,13400,42300,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3244,1,male,68,Married,1947,2006,white,0,1,High school,Works for wages,0,No,26200,26200,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3245,4,female,66,Married,1949,1985,Otherse,1,1,High school,Works for wages,45,Yes,80000,120700,80000,0,0,0,Not a veteran,PM,PM,0,Employed,0,0
3246,1,female,79,Married,1936,1967,white,1,1,Less than high school,Works for wages,0,No,16200,9999999,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,0,0
3247,1,female,86,Divorced,1929,1964,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",21900,21900,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3248,2,female,73,Married,1942,1963,white,0,1,High school,Works for wages,0,No,12000,30000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3249,1,female,94,Widowed,1921,1958,white,0,1,High school,Works for wages,0,No,24000,9999999,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,0,0
3250,1,female,70,Divorced,1945,1967,white,0,1,College or greater,Works for wages,0,No,18000,18000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3251,1,female,94,Widowed,1921,1941,white,0,1,High school,Works for wages,0,No,16900,16900,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,0,0
3252,2,female,68,Married,1947,1968,white,0,1,College or greater,Works for wages,0,No,20000,58000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3253,3,female,71,Never married,1944,0,Otherse,1,1,Less than high school,Works for wages,0,No,1900,51000,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,NA,NA
3254,1,female,94,Widowed,1921,1962,white,0,1,High school,Self-employed,0,No,16500,16500,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3255,3,female,86,Never married,1929,0,white,0,1,Less than high school,Works for wages,0,No,10400,52650,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,NA,NA
3256,1,male,80,Married,1935,1987,Black,0,1,Less than high school,Self-employed,0,No,12000,12000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3257,2,female,69,Married,1946,1972,white,0,1,College or greater,Works for wages,40,Yes,70000,125300,50000,0,0,0,Not a veteran,PM,PM,0,Employed,0,0
3258,1,male,69,Never married,1946,0,white,0,1,High school,Self-employed,0,No,13200,13200,0,0,0,0,Veteran,NA,NA,0,Not in labor force,NA,NA
3259,1,female,74,Divorced,1941,1969,white,0,1,College or greater,Self-employed,5,Yes,58100,58100,0,19900,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3260,2,male,71,Married,1944,1970,white,0,1,College or greater,Works for wages,0,No,78200,121200,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,0,0
3261,1,male,91,Widowed,1924,1959,white,0,1,College or greater,Self-employed,0,No,10300,10300,0,0,0,1,Veteran,NA,NA,0,Not in labor force,0,0
3262,1,male,72,Married,1943,1991,Black,0,1,High school,Works for wages,0,No,20400,20400,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3263,1,female,88,Widowed,1927,1961,white,0,1,Less than high school,Works for wages,0,No,17000,9999999,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3264,2,male,90,Married,1925,1946,white,0,1,Less than high school,Works for wages,0,No,21300,27600,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
3265,2,female,73,Married,1942,1965,white,0,1,High school,Works for wages,0,No,9000,35420,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3266,2,female,83,Widowed,1932,1952,white,0,1,High school,Works for wages,0,No,14101,59101,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3267,2,male,67,Married,1948,2000,white,0,1,College or greater,Works for wages,40,Yes,82300,182400,70000,0,0,0,Not a veteran,PM,PM,0,Employed,0,0
3268,1,female,84,Widowed,1931,1991,white,0,1,High school,Works for wages,0,No,19400,19400,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3269,3,female,76,Widowed,1939,1964,white,0,1,High school,Works for wages,0,No,39800,51500,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3270,1,female,80,Widowed,1935,1956,white,0,1,High school,Self-employed,0,No,17980,17980,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3271,2,female,69,Married,1946,1969,white,0,1,College or greater,Works for wages,0,No,151000,227400,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3272,2,female,71,Divorced,1944,1988,white,0,1,High school,Works for wages,0,"No, but worked 1-5 yrs age",17500,17500,0,0,7200,0,Not a veteran,NA,NA,1,Not in labor force,0,0
3273,1,female,69,Married,1946,2005,Otherse,1,1,High school,Self-employed,0,"No, but worked 1-5 yrs age",8500,8500,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3274,3,male,65,Married,1950,1974,white,0,1,College or greater,Works for wages,40,Yes,47000,108000,47000,0,0,0,Veteran,PM,PM,0,Employed,0,0
3275,1,female,75,Widowed,1940,1985,white,0,1,High school,Works for wages,0,No,12300,9999999,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,1
3276,2,male,65,Married,1950,1973,white,0,1,College or greater,Works for wages,35,Yes,606000,606000,551000,0,0,0,Veteran,PM,PM,0,Employed,0,0
3277,1,female,66,Divorced,1949,1967,white,0,1,High school,Works for wages,0,No,0,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,0,0
3278,1,male,76,Divorced,1939,1961,white,0,1,College or greater,Works for wages,0,No,40700,40700,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,0,0
3279,2,male,69,Never married,1946,0,white,0,1,College or greater,Self-employed,20,Yes,19500,9400,0,7500,0,0,Not a veteran,NA,NA,0,Unemployed,NA,NA
3280,4,male,82,Married,1933,1955,white,0,1,Less than high school,Works for wages,0,No,23000,90500,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,0,0
3281,5,male,66,Married,1949,1982,white,1,1,High school,Self-employed,20,Yes,12500,73300,12500,0,0,0,Not a veteran,PM,PM,1,Employed,0,0
3282,2,female,88,Married,1927,1999,white,0,1,High school,Self-employed,0,"No, but worked 1-5 yrs age",2000,21300,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3283,1,female,78,Widowed,1937,1954,white,0,1,Less than high school,Works for wages,0,No,15000,15000,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,0,0
3284,1,male,94,Never married,1921,0,white,1,1,High school,Works for wages,0,No,2500,2500,0,0,0,0,Veteran,NA,NA,0,Not in labor force,NA,NA
3285,1,male,79,Divorced,1936,1970,white,0,1,College or greater,Works for wages,0,No,28500,28500,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3286,2,male,68,Married,1947,2013,white,0,1,College or greater,Self-employed,75,Yes,100000,151000,0,35000,0,0,Not a veteran,PM,PM,0,Employed,0,0
3287,2,female,81,Married,1934,1960,white,0,1,High school,Works for wages,0,No,12200,38200,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3288,2,male,67,Married,1948,1984,white,0,1,College or greater,Works for wages,0,No,5100,10300,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
3289,2,male,66,Married,1949,2013,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",18500,18500,0,0,0,1,Veteran,NA,NA,0,Not in labor force,0,0
3290,1,male,68,Never married,1947,0,white,0,1,College or greater,Works for wages,0,No,12101,9999999,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,NA,NA
3291,3,female,78,Widowed,1937,1956,white,0,1,High school,Works for wages,0,"No, but worked 1-5 yrs age",20220,130220,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3292,2,male,70,Married,1945,1966,white,0,1,High school,Works for wages,0,No,30300,40400,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3293,2,male,70,Married,1945,1968,white,0,1,College or greater,Works for wages,0,No,73350,97250,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3294,1,male,80,Widowed,1935,1955,white,0,1,High school,Works for wages,0,No,19300,19300,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3295,2,female,71,Widowed,1944,1980,Black,0,1,High school,Works for wages,0,No,35900,41700,0,0,1200,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3296,2,male,66,Married,1949,1978,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",18900,28500,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3297,1,male,71,Never married,1944,0,white,0,1,College or greater,Works for wages,0,No,29400,29400,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,NA,NA
3298,1,male,68,Never married,1947,0,Black,0,1,Less than high school,Self-employed,0,No,10200,10200,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,NA,NA
3299,2,female,80,Widowed,1935,1962,white,0,1,High school,Works for wages,0,No,14700,31700,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3300,1,male,94,Widowed,1921,1947,white,0,1,College or greater,Works for wages,0,No,58500,58500,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3301,2,female,82,Married,1933,1953,white,0,1,High school,Works for wages,0,No,7100,26400,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3302,2,male,73,Married,1942,1968,white,0,1,College or greater,Works for wages,40,Yes,396900,411304,382000,0,0,0,Not a veteran,PM,PM,0,Employed,0,0
3303,2,female,75,Married,1940,1990,white,0,1,High school,Works for wages,0,No,30910,45610,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3304,2,male,71,Married,1944,1999,Asian,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",58780,58780,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3305,2,male,80,Married,1935,2010,white,0,1,College or greater,Works for wages,0,No,42500,72200,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
3306,1,female,67,Widowed,1948,1971,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",13000,13000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3307,1,female,94,Widowed,1921,1943,white,0,1,College or greater,Works for wages,0,No,20400,20400,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,0,0
3308,2,male,87,Married,1928,1961,white,0,1,Less than high school,Works for wages,0,No,14000,24000,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,0,0
3309,2,male,72,Married,1943,1963,white,0,1,High school,Works for wages,0,No,39800,49700,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
3310,2,female,84,Married,1931,1953,white,0,1,High school,Works for wages,0,No,36500,60540,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
3311,2,male,66,Married,1949,1976,white,0,1,High school,Works for wages,0,No,16800,92800,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
