FAMSIZE,SEX,AGE,MARST,BIRTHYR,YRMARR,RACE,HISPAN,HCOVANY,EDUC,CLASSWKR,UHRSWORK,WORKEDYR,INCTOT,FTOTINC,INCWAGE,INCBUS00,INCWELFR,VETDISAB,DIFFHEAR,VETSTAT,DEPARTS,ARRIVES,GCHOUSE,WORK_STATUS,id
1,female,66,Divorced,1949,1999,white,0,1,College or greater,Self-employed,57,Yes,71000,71000,71000,0,0,0,0,Not a veteran,PM,PM,0,Employed,814
1,male,72,Widowed,1943,1997,Otherse,0,1,Less than high school,Works for wages,0,No,12000,12000,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,815
2,female,71,Married,1944,1984,white,0,1,High school,Works for wages,0,"No, but worked 1-5 yrs age",22200,40200,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,816
2,female,77,Married,1938,1956,white,0,1,High school,Self-employed,0,No,18700,84300,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,817
1,male,71,Married,1944,1980,Black,0,1,High school,Works for wages,0,No,20010,20010,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,818
1,female,76,Never married,1939,0,white,0,1,College or greater,Works for wages,0,No,11000,11000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,819
2,male,68,Married,1947,1969,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",40300,74700,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,820
2,male,66,Married,1949,2009,Black,0,1,College or greater,Self-employed,0,No,12000,78000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,821
2,female,79,Widowed,1936,1956,white,0,1,Less than high school,Works for wages,0,No,5600,7000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,822
2,female,76,Married,1939,1965,Asian,0,1,College or greater,Self-employed,8,Yes,62900,222900,60000,500,0,0,0,Not a veteran,NA,NA,0,Not in labor force,823
2,female,66,Married,1949,2004,Black,0,1,High school,Works for wages,24,Yes,13000,40400,6000,0,0,0,0,Not a veteran,PM,PM,0,Employed,824
1,female,80,Divorced,1935,1963,white,0,1,High school,Works for wages,0,No,11400,11400,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,825
1,female,81,Widowed,1934,1973,white,0,1,Less than high school,Works for wages,0,No,1400,1400,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,826
3,male,65,Married,1950,1976,white,0,1,College or greater,Works for wages,30,Yes,91000,172000,45000,0,0,0,0,Not a veteran,PM,PM,0,Employed,827
2,male,87,Married,1928,1957,white,0,1,High school,Works for wages,0,No,26000,29000,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,828
1,female,78,Widowed,1937,1964,white,0,1,College or greater,Self-employed,0,"No, but worked 1-5 yrs age",99800,99800,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,829
2,male,69,Married,1946,1969,white,0,1,College or greater,Self-employed,0,"No, but worked 1-5 yrs age",40300,107100,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,830
2,male,69,Married,1946,1967,white,0,1,College or greater,Works for wages,60,Yes,607200,622800,551000,0,0,0,0,Not a veteran,PM,PM,0,Employed,831
1,male,81,Widowed,1934,1959,white,0,1,High school,Works for wages,0,No,28000,28000,0,0,0,2,1,Veteran,NA,NA,0,Not in labor force,832
1,female,69,Widowed,1946,1967,white,0,1,College or greater,Works for wages,20,Yes,59400,59400,2000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,833
1,male,94,Widowed,1921,1945,white,0,1,College or greater,Works for wages,0,No,47800,47800,0,0,0,6,1,Veteran,NA,NA,0,Not in labor force,834
1,female,79,Widowed,1936,1981,white,0,1,High school,Self-employed,0,No,1880,1880,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,835
2,female,74,Divorced,1941,1965,white,0,1,College or greater,Self-employed,20,Yes,191100,191100,0,12000,0,0,0,Not a veteran,NA,NA,0,Not in labor force,836
2,female,70,Married,1945,1968,white,0,1,High school,Works for wages,0,"No, but worked 1-5 yrs age",23100,83100,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,837
3,male,65,Married,1950,1975,white,0,1,College or greater,Works for wages,45,Yes,59700,113700,55000,0,0,1,0,Veteran,PM,PM,0,Employed,838
2,female,89,Married,1926,1953,white,0,1,College or greater,Works for wages,0,No,7600,30000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,839
2,female,72,Married,1943,1990,white,0,1,High school,Works for wages,0,No,34300,66400,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,840
1,female,94,Widowed,1921,1943,white,0,1,High school,Works for wages,0,No,14000,14000,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,841
2,female,66,Married,1949,1998,white,0,1,College or greater,Works for wages,40,Yes,40000,61600,34000,0,0,0,0,Not a veteran,PM,PM,0,Employed,842
4,female,70,Married,1945,1965,white,0,1,College or greater,Works for wages,20,Yes,9020,33820,500,0,0,0,0,Not a veteran,NA,NA,1,Not in labor force,843
2,female,74,Married,1941,1973,white,0,1,High school,Works for wages,0,No,8200,58400,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,844
2,male,74,Married,1941,1968,white,0,1,College or greater,Works for wages,0,No,32500,61800,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,845
1,female,85,Widowed,1930,1946,white,0,1,Less than high school,Works for wages,0,No,12500,12500,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,846
2,female,66,Married,1949,1971,white,0,1,High school,Works for wages,0,No,9400,98400,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,847
7,female,89,Widowed,1926,1966,Black,0,1,College or greater,Works for wages,0,No,28600,70600,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,848
2,female,77,Married,1938,1961,white,0,1,High school,Works for wages,0,No,3000,56900,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,849
2,male,73,Married,1942,1964,white,0,1,College or greater,Works for wages,0,No,90940,104341,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,850
1,female,72,Widowed,1943,1986,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",7200,7200,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,851
2,male,81,Married,1934,1957,white,0,1,High school,Self-employed,0,No,20600,43600,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,852
2,female,73,Widowed,1942,1970,white,0,1,High school,Works for wages,0,No,20500,36600,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,853
1,female,67,Divorced,1948,1966,Black,0,1,College or greater,Works for wages,0,No,24000,24000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,854
2,male,66,Married,1949,1971,white,0,1,High school,Works for wages,0,No,97600,105700,0,0,0,6,0,Veteran,NA,NA,0,Not in labor force,855
2,male,68,Married,1947,1971,white,0,1,High school,Works for wages,0,No,35500,43000,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,856
2,male,81,Married,1934,1965,white,0,1,College or greater,Self-employed,45,Yes,31900,39800,24000,0,0,1,1,Veteran,PM,PM,0,Employed,857
2,female,65,Married,1950,1965,white,0,1,High school,Works for wages,40,Yes,25300,37900,25300,0,0,0,0,Not a veteran,PM,PM,0,Employed,858
2,male,79,Married,1936,1959,white,0,1,College or greater,Works for wages,0,No,206000,206000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,859
1,female,81,Widowed,1934,1953,white,0,1,High school,Works for wages,26,Yes,50100,50100,5600,0,0,0,0,Not a veteran,PM,PM,0,Employed,860
2,female,71,Married,1944,1965,white,0,1,College or greater,Works for wages,0,No,57500,68600,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,861
2,male,75,Married,1940,1983,white,0,1,High school,Self-employed,30,Yes,43600,51200,0,26000,0,1,0,Veteran,PM,PM,0,Employed,862
2,female,65,Married,1950,2011,white,0,1,High school,Self-employed,0,No,12000,36000,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,863
1,female,81,Divorced,1934,1972,white,0,1,High school,Works for wages,0,No,1400,1400,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,864
1,female,66,Widowed,1949,1989,white,0,1,Less than high school,Works for wages,0,No,12800,9999999,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,865
2,female,83,Married,1932,1951,white,0,1,High school,Works for wages,0,No,12600,104700,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,866
1,female,93,Widowed,1922,1976,Black,0,1,Less than high school,Works for wages,0,No,4300,9999999,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,867
3,female,65,Married,1950,2011,white,0,1,High school,Works for wages,44,Yes,43000,114000,43000,0,0,0,0,Not a veteran,PM,PM,0,Employed,868
1,female,72,Widowed,1943,1965,white,0,1,High school,Works for wages,0,"No, but worked 1-5 yrs age",14000,14000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,869
1,male,66,Married,1949,1986,white,0,1,College or greater,Works for wages,0,No,50000,50000,0,0,0,6,1,Veteran,NA,NA,0,Not in labor force,870
1,male,66,Never married,1949,0,white,0,1,High school,Works for wages,0,No,14400,14400,0,0,0,5,0,Veteran,NA,NA,0,Not in labor force,871
2,male,66,Married,1949,1970,white,0,1,College or greater,Works for wages,30,Yes,140000,179960,42000,0,0,0,1,Not a veteran,PM,PM,0,Employed,872
1,male,94,Widowed,1921,1958,white,0,1,High school,Works for wages,0,No,0,9999999,0,0,0,1,1,Veteran,NA,NA,0,Not in labor force,873
6,female,94,Widowed,1921,1948,white,0,1,High school,Self-employed,0,No,37200,128800,0,0,0,0,0,Not a veteran,NA,NA,1,Not in labor force,874
3,female,77,Widowed,1938,1965,Black,0,1,College or greater,Works for wages,0,No,14400,53800,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,875
1,female,83,Widowed,1932,1953,white,0,1,College or greater,Works for wages,0,No,10700,9999999,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,876
2,male,79,Married,1936,1994,white,0,1,High school,Works for wages,0,"No, but worked 1-5 yrs age",32000,49800,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,877
2,female,67,Married,1948,1978,white,0,1,College or greater,Works for wages,1,Yes,941,2442,940,0,0,0,0,Not a veteran,PM,PM,0,Employed,878
2,male,76,Married,1939,1958,white,0,1,College or greater,Works for wages,0,No,15700,25800,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,879
2,male,79,Married,1936,1963,Black,0,1,High school,Works for wages,0,No,15900,25200,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,880
3,male,65,Married,1950,1996,white,0,1,College or greater,Works for wages,0,No,18000,29400,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,881
2,male,73,Married,1942,2001,white,0,1,High school,Works for wages,0,No,17900,31900,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,882
1,female,79,Widowed,1936,1960,white,0,1,Less than high school,Self-employed,0,No,29300,29300,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,883
2,male,67,Married,1948,1968,white,0,1,High school,Self-employed,24,Yes,71100,84400,0,30000,0,1,0,Veteran,NA,NA,0,Employed,884
1,female,75,Widowed,1940,1955,white,0,1,High school,Works for wages,0,"No, but worked 1-5 yrs age",11100,11100,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,885
1,female,91,Divorced,1924,1969,white,0,1,High school,Works for wages,0,No,17800,17800,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,886
1,female,82,Widowed,1933,1951,white,0,1,High school,Works for wages,0,No,15300,15300,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,887
2,female,66,Married,1949,2011,white,0,1,College or greater,Works for wages,0,No,0,0,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,888
1,female,89,Never married,1926,0,white,0,1,Less than high school,Works for wages,0,No,9600,9999999,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,889
3,female,83,Widowed,1932,1950,white,0,1,High school,Works for wages,0,"No, but worked 1-5 yrs age",12000,40700,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,890
2,male,82,Married,1933,1962,white,0,1,High school,Works for wages,0,No,19000,24200,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,891
1,male,65,Divorced,1950,1990,white,0,1,College or greater,Works for wages,40,Yes,63000,63000,63000,0,0,1,0,Veteran,PM,PM,0,Employed,892
2,male,76,Married,1939,1960,white,0,1,High school,Works for wages,0,No,32900,52400,0,0,0,3,0,Veteran,NA,NA,0,Not in labor force,893
2,male,81,Married,1934,1961,white,0,1,High school,Works for wages,0,No,19740,29640,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,894
1,female,95,Widowed,1920,1958,white,0,1,High school,Works for wages,0,No,38000,9999999,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,895
2,male,75,Never married,1940,0,white,0,1,College or greater,Self-employed,0,"No, but worked 1-5 yrs age",34200,23000,0,0,0,5,1,Veteran,NA,NA,0,Not in labor force,896
2,male,66,Widowed,1949,1989,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",14900,21200,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,897
4,female,86,Divorced,1929,2006,white,0,1,College or greater,Works for wages,0,No,22100,38400,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,898
2,male,74,Divorced,1941,1960,Otherse,1,1,High school,Works for wages,40,Yes,10000,10000,10000,0,0,0,0,Not a veteran,NA,NA,0,Employed,899
2,male,92,Married,1923,1963,white,0,1,High school,Works for wages,0,No,313400,363000,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,900
1,female,76,Never married,1939,0,white,0,1,High school,Works for wages,0,No,11100,11100,0,0,0,0,1,Not a veteran,NA,NA,0,Unemployed,901
4,female,73,Widowed,1942,1957,white,0,1,High school,Works for wages,0,No,29600,151600,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,902
1,female,70,Divorced,1945,1965,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",60800,60800,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,903
1,female,86,Widowed,1929,1951,white,0,1,College or greater,Works for wages,0,No,18000,18000,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,904
1,male,74,Never married,1941,0,white,0,1,College or greater,Works for wages,0,No,29200,29200,0,0,0,1,0,Not a veteran,NA,NA,0,Not in labor force,905
2,male,67,Divorced,1948,1980,white,0,1,High school,Self-employed,0,No,41500,63500,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,906
2,female,73,Married,1942,1960,white,0,1,High school,Works for wages,18,Yes,18700,62100,10300,0,0,0,0,Not a veteran,PM,PM,0,Employed,907
6,female,67,Married,1948,1980,Otherse,0,1,College or greater,Self-employed,45,Yes,53000,88800,0,53000,0,0,0,Not a veteran,PM,PM,1,Employed,908
2,male,78,Married,1937,1959,white,0,1,High school,Self-employed,0,No,25200,39200,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,909
2,male,72,Married,1943,1965,white,0,1,High school,Works for wages,10,Yes,62810,73310,5400,0,0,1,0,Veteran,PM,PM,0,Employed,910
1,female,86,Widowed,1929,1945,white,0,1,High school,Works for wages,0,No,23000,9999999,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,911
2,male,77,Married,1938,1963,white,0,1,College or greater,Works for wages,0,No,73200,94200,0,0,0,1,1,Not a veteran,NA,NA,0,Not in labor force,912
1,female,65,Never married,1950,0,white,0,1,College or greater,Works for wages,40,Yes,45000,45000,42000,0,0,0,0,Not a veteran,PM,PM,0,Employed,913
2,male,66,Married,1949,1972,white,0,1,College or greater,Works for wages,40,Yes,137200,145200,114000,0,0,0,0,Not a veteran,PM,PM,0,Employed,914
1,female,67,Widowed,1948,1967,white,0,1,High school,Works for wages,40,Yes,22500,22500,21100,0,0,0,0,Not a veteran,PM,PM,0,Employed,915
1,female,67,Never married,1948,0,white,0,1,College or greater,Works for wages,60,Yes,160100,160100,143000,0,0,0,0,Not a veteran,PM,PM,0,Employed,916
1,female,73,Never married,1942,0,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",26000,26000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,917
2,female,78,Married,1937,1959,white,0,1,College or greater,Works for wages,0,No,42900,92500,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,918
1,male,82,Widowed,1933,1987,white,0,1,High school,Self-employed,0,No,13200,9999999,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,919
1,male,79,Widowed,1936,1963,white,0,1,High school,Works for wages,0,No,85200,85200,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,920
1,female,65,Divorced,1950,1996,white,0,1,College or greater,Works for wages,0,No,79000,79000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,921
1,female,93,Widowed,1922,1944,white,0,1,College or greater,Self-employed,0,No,15000,9999999,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,922
2,male,81,Married,1934,1956,white,0,1,College or greater,Works for wages,0,No,18000,18000,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,923
2,male,82,Married,1933,1959,white,0,1,College or greater,Self-employed,0,"No, but worked 1-5 yrs age",29700,41700,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,924
1,male,70,Divorced,1945,1974,white,0,1,High school,Works for wages,0,No,14500,14500,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,925
3,female,76,Widowed,1939,1984,white,0,1,High school,Works for wages,0,No,11500,104500,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,926
3,male,71,Married,1944,1971,Asian,0,1,College or greater,Self-employed,40,Yes,415600,491200,0,382000,0,0,0,Not a veteran,PM,PM,0,Employed,927
1,female,80,Never married,1935,0,white,0,1,College or greater,Self-employed,0,No,6300,6300,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,928
2,male,73,Married,1942,2005,white,0,1,College or greater,Works for wages,0,No,0,12000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,929
2,female,70,Married,1945,1968,white,0,1,College or greater,Works for wages,16,Yes,99100,123600,4000,8000,0,0,0,Not a veteran,NA,NA,0,Not in labor force,930
3,female,68,Widowed,1947,1976,Black,0,1,High school,Works for wages,0,"No, but worked 1-5 yrs age",18500,46500,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,931
2,male,72,Married,1943,1968,white,0,1,College or greater,Works for wages,0,No,36000,75000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,932
2,male,67,Married,1948,1980,white,0,1,College or greater,Works for wages,42,Yes,52300,77300,45000,0,0,9,1,Veteran,NA,NA,0,Unemployed,933
2,male,82,Married,1933,1955,white,0,1,High school,Self-employed,0,No,36300,45600,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,934
2,male,67,Married,1948,1971,white,0,1,College or greater,Works for wages,8,Yes,15000,39200,4000,0,0,0,0,Not a veteran,PM,PM,0,Employed,935
2,male,82,Married,1933,1980,white,0,1,High school,Works for wages,0,No,21000,95800,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,936
2,female,76,Married,1939,2004,white,0,1,College or greater,Works for wages,0,No,24700,24700,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,937
1,female,75,Divorced,1940,2002,white,0,1,College or greater,Works for wages,0,No,19200,19200,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,938
2,male,76,Married,1939,1962,white,0,1,High school,Works for wages,0,No,37600,58600,0,0,0,1,0,Not a veteran,NA,NA,0,Not in labor force,939
1,female,68,Never married,1947,0,white,1,1,Less than high school,Works for wages,40,Yes,86000,9999999,62000,0,0,0,0,Not a veteran,PM,PM,0,Employed,940
2,male,75,Divorced,1940,1985,white,1,1,College or greater,Works for wages,35,Yes,74400,35000,73000,0,0,0,0,Not a veteran,PM,PM,0,Employed,941
2,female,85,Married,1930,1953,white,0,1,High school,Works for wages,0,No,6600,62100,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,942
2,male,72,Married,1943,1971,Black,0,1,High school,Works for wages,0,"No, but worked 1-5 yrs age",47800,80100,0,0,3000,0,0,Not a veteran,NA,NA,0,Not in labor force,943
6,male,76,Married,1939,2009,white,0,1,College or greater,Works for wages,24,Yes,45200,171300,20000,0,0,1,0,Veteran,PM,PM,1,Employed,944
2,female,65,Married,1950,1976,white,0,1,College or greater,Works for wages,0,No,0,72000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,945
2,male,80,Married,1935,1965,white,0,1,Less than high school,Works for wages,0,No,20600,25400,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,946
2,female,79,Married,1936,1955,white,0,1,High school,Works for wages,0,No,6500,21800,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,947
2,female,81,Married,1934,1956,white,0,1,High school,Works for wages,0,No,12000,44004,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,948
6,female,65,Married,1950,2011,Otherse,1,1,Less than high school,Self-employed,8,Yes,3000,15000,0,3000,0,0,0,Not a veteran,NA,NA,1,Not in labor force,949
2,female,66,Married,1949,1970,Asian,0,1,Less than high school,Works for wages,0,No,5000,52300,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,950
1,female,78,Married,1937,1956,Otherse,1,1,Less than high school,Works for wages,0,No,9600,9600,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,951
7,male,78,Married,1937,1972,Black,0,1,High school,Works for wages,0,No,2000,93000,0,0,0,0,0,Not a veteran,NA,NA,1,Not in labor force,952
1,female,70,Divorced,1945,1987,white,0,1,Less than high school,Works for wages,0,No,17200,9999999,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,953
2,male,65,Married,1950,1979,Asian,0,1,College or greater,Works for wages,32,Yes,19900,28800,13900,0,0,0,0,Not a veteran,PM,PM,0,Employed,954
1,female,67,Never married,1948,0,white,0,1,College or greater,Works for wages,40,Yes,31000,9999999,25000,0,0,0,0,Not a veteran,PM,PM,0,Employed,955
3,male,86,Married,1929,1954,white,0,1,Less than high school,Works for wages,0,No,25700,42300,0,0,0,1,1,Veteran,NA,NA,0,Not in labor force,956
2,female,68,Married,1947,1967,white,0,1,High school,Works for wages,25,Yes,27500,60500,22500,0,0,0,0,Not a veteran,PM,PM,0,Employed,957
1,female,74,Widowed,1941,1994,white,0,1,College or greater,Works for wages,0,No,18000,18000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,958
2,female,76,Married,1939,1973,white,0,1,High school,Works for wages,0,No,12600,58700,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,959
2,male,68,Never married,1947,0,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",14000,30500,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,960
1,female,89,Widowed,1926,1947,white,0,1,College or greater,Works for wages,0,No,38100,38100,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,961
2,female,69,Married,1946,1965,white,0,1,High school,Works for wages,0,No,21100,67400,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,962
3,female,77,Married,1938,1958,white,0,1,College or greater,Works for wages,0,No,9900,90600,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,963
6,female,74,Widowed,1941,1957,Otherse,0,1,High school,Works for wages,24,Yes,78000,119000,20000,0,0,0,0,Not a veteran,PM,PM,0,Employed,964
1,female,84,Married,1931,1949,white,0,1,College or greater,Works for wages,0,No,16200,16200,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,965
1,female,76,Widowed,1939,1962,white,0,1,High school,Works for wages,0,No,25000,25000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,966
2,male,65,Married,1950,1971,white,0,1,College or greater,Self-employed,0,"No, but worked 1-5 yrs age",5000,96000,0,0,0,1,0,Veteran,NA,NA,0,Unemployed,967
2,male,66,Married,1949,1970,white,0,1,High school,Self-employed,0,"No, but worked 1-5 yrs age",9400,14000,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,968
2,female,68,Married,1947,1967,white,0,1,College or greater,Works for wages,42,Yes,47800,63410,32000,0,0,0,0,Not a veteran,PM,PM,0,Employed,969
2,female,77,Widowed,1938,1953,white,0,1,High school,Works for wages,0,No,22600,27600,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,970
1,male,74,Widowed,1941,1996,white,0,1,High school,Works for wages,0,No,25100,25100,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,971
2,female,89,Widowed,1926,1948,white,0,1,College or greater,Works for wages,0,No,11100,20700,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,972
4,female,72,Never married,1943,0,Black,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",39700,107100,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,973
2,female,69,Widowed,1946,2003,Black,0,1,High school,Works for wages,0,No,0,10000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,974
1,male,73,Divorced,1942,1966,white,0,1,High school,Works for wages,15,Yes,16350,16350,550,0,0,0,0,Not a veteran,PM,PM,0,Employed,975
2,female,66,Married,1949,1968,white,0,1,High school,Works for wages,40,Yes,12900,120800,4000,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,976
2,female,78,Married,1937,1960,white,0,1,High school,Works for wages,0,No,11800,45000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,977
2,male,77,Married,1938,1984,white,0,1,College or greater,Works for wages,40,Yes,30600,41600,13000,0,0,1,0,Not a veteran,NA,NA,0,Not in labor force,978
5,female,72,Divorced,1943,1986,white,0,1,High school,Works for wages,37,Yes,28000,40400,22000,0,0,0,0,Not a veteran,PM,PM,1,Employed,979
2,female,77,Married,1938,1962,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",13800,56700,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,980
4,male,67,Married,1948,1978,white,0,1,College or greater,Works for wages,45,Yes,83720,111720,48500,0,0,0,0,Not a veteran,PM,PM,0,Employed,981
1,male,66,Married,1949,1971,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",60900,60900,0,0,0,1,0,Not a veteran,NA,NA,0,Not in labor force,982
2,female,70,Married,1945,1966,white,0,1,High school,Works for wages,0,No,0,30000,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,983
3,male,72,Married,1943,1977,white,0,1,High school,Works for wages,40,Yes,24000,55600,12000,0,0,1,0,Veteran,PM,PM,0,Employed,984
2,female,65,Married,1950,1970,Black,0,1,High school,Works for wages,40,Yes,43200,120300,42000,0,0,0,0,Not a veteran,PM,PM,0,Employed,985
1,female,71,Divorced,1944,1965,white,0,1,College or greater,Works for wages,0,No,96000,96000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,986
2,female,69,Married,1946,1975,white,0,1,High school,Works for wages,30,Yes,47800,225000,32200,0,0,0,0,Not a veteran,PM,PM,0,Employed,987
2,male,76,Married,1939,1958,white,0,1,High school,Works for wages,0,No,10000,10000,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,988
2,male,76,Married,1939,1964,white,0,1,High school,Works for wages,0,No,48450,58400,0,0,0,1,0,Not a veteran,NA,NA,0,Not in labor force,989
1,male,95,Divorced,1920,1991,white,0,1,High school,Works for wages,0,No,24000,24000,0,0,0,4,1,Veteran,NA,NA,0,Not in labor force,990
1,female,85,Divorced,1930,1971,white,0,1,Less than high school,Works for wages,0,No,3610,3610,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,991
