"","id","FAMSIZE","SEX","AGE","MARST","BIRTHYR","YRMARR","RACE","HISPAN","HCOVANY","EDUC","UHRSWORK","WORKEDYR","INCTOT","FTOTINC","INCWAGE","INCBUS00","INCWELFR","VETSTAT","DEPARTS","ARRIVES","GCHOUSE","WORK_STATUS"
"1800",1891,1,"male",75,"Never married",1940,0,"white",0,1,"High school",0,"No, but worked 1-5 yrs age",16400,16400,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1801",1892,1,"female",68,"Divorced",1947,1966,"white",0,1,"High school",0,"No",0,0,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1802",1893,1,"female",88,"Divorced",1927,1952,"white",0,1,"High school",0,"No",43100,43100,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1803",1894,1,"female",82,"Widowed",1933,1950,"white",0,1,"High school",0,"No",19600,19600,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1804",1895,2,"male",71,"Married",1944,1971,"white",0,1,"College or greater",6,"Yes",88700,113800,5100,0,0,"Not a veteran","PM","PM",0,"Employed"
"1805",1896,4,"female",66,"Married",1949,1968,"white",0,1,"High school",0,"No",11200,44900,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1806",1897,2,"female",81,"Widowed",1934,1992,"Black",0,1,"High school",0,"No",13300,48800,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1807",1898,2,"male",70,"Married",1945,1984,"white",0,1,"High school",20,"Yes",27404,50004,10400,0,0,"Veteran","PM","PM",0,"Employed"
"1808",1899,1,"female",80,"Widowed",1935,1988,"white",0,1,"High school",0,"No",15600,15600,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1809",1900,2,"female",68,"Married",1947,1966,"white",0,1,"College or greater",0,"No, but worked 1-5 yrs age",13000,255000,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1810",1901,4,"female",70,"Married",1945,1979,"white",0,1,"High school",24,"Yes",18900,58900,14000,0,0,"Not a veteran","PM","PM",1,"Employed"
"1811",1902,2,"male",67,"Married",1948,1970,"white",0,1,"College or greater",30,"Yes",326000,331000,0,312000,0,"Not a veteran","PM","PM",0,"Employed"
"1812",1903,2,"male",79,"Married",1936,1955,"white",0,1,"High school",0,"No, but worked 1-5 yrs age",15000,21000,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1813",1904,2,"male",77,"Married",1938,1968,"white",0,1,"College or greater",30,"Yes",79000,87500,43000,0,0,"Veteran",NA,NA,0,"Employed"
"1814",1905,2,"male",71,"Married",1944,1987,"white",0,1,"High school",0,"No",55300,67100,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1815",1906,2,"male",68,"Married",1947,1970,"Black",0,1,"College or greater",0,"No",2800,13000,0,0,0,"Veteran",NA,NA,0,"Not in labor force"
"1816",1907,2,"female",72,"Married",1943,1988,"white",0,1,"High school",0,"No",23500,243200,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1817",1909,1,"female",75,"Widowed",1940,2005,"Black",0,1,"Less than high school",0,"No",8800,8800,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1818",1910,1,"female",89,"Divorced",1926,1972,"white",0,1,"High school",0,"No",12500,12500,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1819",1911,2,"male",72,"Married",1943,1965,"white",0,1,"College or greater",18,"Yes",60600,78200,24200,0,0,"Not a veteran","PM","PM",0,"Employed"
"1820",1912,1,"female",86,"Widowed",1929,1951,"white",0,1,"Less than high school",0,"No",16320,16320,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1821",1913,1,"female",81,"Widowed",1934,1951,"white",0,1,"High school",0,"No",17000,17000,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1822",1914,2,"female",76,"Widowed",1939,1965,"white",0,1,"College or greater",0,"No",37800,52800,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1823",1915,2,"female",83,"Widowed",1932,1957,"white",0,1,"High school",24,"Yes",84900,97000,58000,0,0,"Not a veteran",NA,NA,0,"Employed"
"1824",1916,3,"female",65,"Married",1950,1990,"white",0,1,"Less than high school",0,"No",8000,85200,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1825",1917,1,"female",71,"Divorced",1944,1987,"Black",0,1,"High school",0,"No, but worked 1-5 yrs age",23500,23500,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1826",1918,2,"female",65,"Married",1950,1972,"white",0,1,"High school",25,"Yes",10000,80800,5000,0,0,"Not a veteran","PM","PM",0,"Employed"
"1827",1919,2,"female",70,"Married",1945,1965,"white",0,1,"College or greater",5,"Yes",48000,119600,0,3000,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1828",1920,2,"male",74,"Married",1941,1960,"white",0,1,"High school",0,"No",202000,226000,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1829",1921,2,"male",65,"Married",1950,1988,"white",0,1,"College or greater",0,"No, but worked 1-5 yrs age",27900,39900,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1830",1922,2,"male",68,"Married",1947,1964,"white",0,1,"High school",25,"Yes",78200,102800,40000,8000,0,"Not a veteran",NA,NA,0,"Employed"
"1831",1923,1,"female",79,"Widowed",1936,1953,"white",0,1,"High school",0,"No",18500,18500,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1832",1924,1,"female",66,"Divorced",1949,1971,"white",0,1,"College or greater",40,"Yes",40390,40390,31200,0,0,"Not a veteran","PM","PM",0,"Employed"
"1833",1925,2,"male",70,"Married",1945,1970,"white",0,1,"College or greater",45,"Yes",9300,56100,9300,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1834",1926,2,"female",65,"Married",1950,1968,"white",0,1,"College or greater",0,"No",9800,53300,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1835",1927,2,"male",66,"Married",1949,1971,"white",0,1,"College or greater",0,"No, but worked 1-5 yrs age",21000,41000,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1836",1928,2,"female",85,"Married",1930,1947,"white",0,1,"High school",0,"No",12000,42000,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1837",1929,1,"female",73,"Never married",1942,0,"white",0,1,"College or greater",0,"No",45000,45000,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1838",1930,2,"female",67,"Married",1948,1985,"white",0,1,"College or greater",0,"No",8500,54500,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1839",1931,2,"female",66,"Widowed",1949,1965,"white",0,1,"High school",0,"No, but worked 1-5 yrs age",19300,37300,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1840",1932,2,"male",72,"Married",1943,1961,"white",0,1,"High school",0,"No",57000,65000,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1841",1933,1,"female",66,"Never married",1949,0,"white",0,1,"College or greater",43,"Yes",70200,70200,60000,0,0,"Not a veteran","PM","PM",0,"Employed"
"1842",1934,2,"female",68,"Married",1947,1988,"white",0,1,"College or greater",15,"Yes",18500,25000,10000,0,0,"Not a veteran",NA,NA,0,"Employed"
"1843",1935,3,"male",65,"Married",1950,1972,"white",0,1,"College or greater",40,"Yes",65000,88000,65000,0,0,"Veteran","PM","PM",0,"Employed"
"1844",1936,2,"male",86,"Married",1929,1957,"white",0,1,"High school",0,"No",20050,45250,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1845",1937,2,"male",77,"Married",1938,1960,"white",0,1,"High school",0,"No, but worked 1-5 yrs age",33000,43200,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1846",1939,2,"male",66,"Married",1949,1970,"white",0,1,"College or greater",0,"No, but worked 1-5 yrs age",64600,103800,0,0,0,"Veteran",NA,NA,0,"Not in labor force"
"1847",1940,2,"female",65,"Married",1950,1970,"white",0,1,"College or greater",3,"Yes",66870,161170,100,170,0,"Not a veteran","PM","PM",0,"Employed"
"1848",1942,2,"male",76,"Married",1939,1961,"white",0,1,"College or greater",0,"No",24500,51600,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1849",1943,1,"female",82,"Married",1933,1954,"white",0,1,"High school",0,"No",19600,19600,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1850",1944,2,"female",68,"Married",1947,1966,"white",0,1,"High school",0,"No, but worked 1-5 yrs age",7700,39800,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1851",1945,1,"female",77,"Married",1938,1957,"white",0,1,"College or greater",0,"No",35400,35400,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1852",1946,2,"male",76,"Married",1939,1964,"white",0,1,"High school",0,"No",20400,29900,0,0,0,"Veteran",NA,NA,0,"Not in labor force"
"1853",1947,1,"female",74,"Widowed",1941,1985,"white",0,1,"College or greater",0,"No",19500,19500,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1854",1948,1,"female",68,"Divorced",1947,1991,"white",0,1,"College or greater",0,"No, but worked 1-5 yrs age",12600,12600,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1855",1950,2,"male",74,"Married",1941,1987,"white",0,1,"Less than high school",43,"Yes",18600,23700,4900,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1856",1951,2,"male",93,"Married",1922,1942,"white",0,1,"College or greater",38,"Yes",131300,131300,55000,0,0,"Veteran","PM","PM",0,"Employed"
"1857",1952,2,"male",67,"Married",1948,1965,"white",0,1,"High school",0,"No, but worked 1-5 yrs age",44700,56100,0,0,0,"Veteran",NA,NA,0,"Not in labor force"
"1858",1953,2,"female",70,"Married",1945,1992,"white",0,1,"High school",0,"No",6900,13800,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1859",1956,2,"male",76,"Married",1939,1959,"white",0,1,"High school",0,"No",17900,27300,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1860",1957,1,"male",70,"Divorced",1945,1971,"white",0,1,"High school",40,"Yes",38000,38000,30000,0,0,"Veteran","PM","PM",0,"Employed"
"1861",1958,2,"male",70,"Married",1945,1965,"white",0,1,"College or greater",50,"Yes",125200,133700,0,20000,0,"Not a veteran","PM","PM",0,"Employed"
"1862",1959,2,"male",81,"Married",1934,1958,"white",0,1,"High school",0,"No",28300,48000,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1863",1960,1,"male",78,"Divorced",1937,1965,"white",0,1,"High school",0,"No",23000,23000,0,0,0,"Veteran",NA,NA,0,"Not in labor force"
"1864",1962,2,"male",70,"Married",1945,1971,"white",0,1,"Less than high school",0,"No",56400,82800,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1865",1963,2,"female",72,"Married",1943,1970,"white",0,1,"High school",0,"No",5000,14000,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1866",1964,1,"male",66,"Divorced",1949,1980,"white",0,1,"College or greater",0,"No",29700,29700,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1867",1965,2,"male",81,"Married",1934,1961,"white",0,1,"College or greater",0,"No",72800,123700,0,0,0,"Veteran",NA,NA,0,"Not in labor force"
"1868",1966,2,"male",68,"Married",1947,1996,"white",0,1,"High school",22,"Yes",61700,78200,13300,0,0,"Veteran","PM","PM",0,"Employed"
"1869",1967,2,"male",71,"Married",1944,1965,"white",0,1,"College or greater",0,"No, but worked 1-5 yrs age",125670,125670,0,0,0,"Veteran",NA,NA,0,"Not in labor force"
"1870",1968,2,"male",65,"Married",1950,1979,"white",0,1,"College or greater",0,"No, but worked 1-5 yrs age",15600,22500,0,0,0,"Veteran",NA,NA,0,"Not in labor force"
"1871",1969,2,"male",79,"Married",1936,1980,"white",0,1,"College or greater",0,"No",276000,281400,0,0,0,"Veteran",NA,NA,0,"Not in labor force"
"1872",1970,3,"female",82,"Widowed",1933,1951,"Black",0,1,"College or greater",0,"No",16800,16800,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1873",1971,1,"male",72,"Divorced",1943,2004,"white",0,1,"High school",8,"Yes",38700,38700,1200,0,0,"Veteran","PM","PM",0,"Employed"
"1874",1972,2,"female",66,"Widowed",1949,1995,"white",0,1,"Less than high school",0,"No",24500,24500,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1875",1973,2,"female",71,"Married",1944,1965,"white",0,1,"College or greater",0,"No",40100,66100,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1876",1974,1,"female",86,"Widowed",1929,1967,"white",0,1,"High school",0,"No",21900,21900,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1877",1975,2,"male",71,"Married",1944,1963,"white",0,1,"High school",40,"Yes",42700,70200,5400,0,0,"Not a veteran","PM","PM",0,"Employed"
"1878",1976,2,"male",65,"Married",1950,1990,"white",0,1,"College or greater",0,"No",42400,48500,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1879",1978,2,"male",70,"Married",1945,1969,"white",0,1,"High school",0,"No",1400,9200,0,0,0,"Veteran",NA,NA,0,"Not in labor force"
"1880",1979,1,"female",80,"Widowed",1935,1994,"white",0,1,"High school",0,"No, but worked 1-5 yrs age",23900,23900,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1881",1980,2,"female",65,"Divorced",1950,1985,"white",0,1,"College or greater",0,"No, but worked 1-5 yrs age",29600,8500,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1882",1981,2,"female",83,"Married",1932,1952,"white",0,1,"High school",0,"No",8020,49570,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1883",1982,2,"female",68,"Divorced",1947,1965,"Black",0,1,"High school",0,"No",15200,63200,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1884",1983,2,"female",86,"Widowed",1929,1950,"white",0,1,"High school",0,"No",10900,183900,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1885",1984,3,"male",69,"Married",1946,1969,"Black",0,1,"High school",16,"Yes",69300,140200,19200,0,0,"Veteran",NA,NA,0,"Not in labor force"
"1886",1985,1,"female",71,"Never married",1944,0,"white",0,1,"College or greater",10,"Yes",63800,63800,9400,20000,0,"Not a veteran",NA,NA,0,"Employed"
"1887",1986,1,"female",93,"Divorced",1922,1985,"Otherse",0,1,"Less than high school",0,"No",21500,21500,0,0,600,"Not a veteran",NA,NA,0,"Not in labor force"
"1888",1987,1,"male",67,"Married",1948,1991,"Black",0,1,"High school",40,"Yes",44600,44600,0,35000,0,"Veteran","PM","PM",0,"Employed"
"1889",1988,4,"male",73,"Married",1942,1965,"Otherse",0,1,"Less than high school",0,"No",46000,62600,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1890",1989,2,"male",69,"Married",1946,1966,"white",0,1,"High school",0,"No",16200,55000,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1891",1990,1,"male",65,"Never married",1950,0,"white",0,1,"High school",0,"No",15400,15400,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1892",1991,2,"female",67,"Divorced",1948,1968,"white",0,1,"College or greater",0,"No",11000,56500,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1893",1992,2,"male",67,"Married",1948,1992,"white",0,1,"High school",40,"Yes",47000,86200,24600,0,0,"Veteran","PM","PM",0,"Employed"
"1894",1994,1,"female",84,"Widowed",1931,1946,"white",0,1,"High school",0,"No",9300,9300,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1895",1995,2,"male",78,"Married",1937,1987,"white",0,1,"College or greater",0,"No",54200,190000,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1896",1996,2,"male",70,"Married",1945,1964,"white",0,1,"High school",0,"No",71230,85230,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1897",1997,2,"male",73,"Married",1942,1971,"Asian",0,1,"College or greater",72,"Yes",120000,159000,1e+05,0,0,"Not a veteran","PM","PM",0,"Employed"
"1898",1998,2,"female",81,"Married",1934,1954,"white",0,1,"High school",0,"No",20000,32000,0,0,0,"Veteran",NA,NA,0,"Not in labor force"
"1899",1999,1,"female",90,"Widowed",1925,1973,"white",0,1,"High school",0,"No",275000,275000,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1900",2000,1,"female",87,"Divorced",1928,1949,"white",0,1,"High school",0,"No",29600,29600,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1901",2001,1,"male",65,"Divorced",1950,1993,"white",0,1,"College or greater",10,"Yes",69100,69100,0,600,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1902",2002,2,"male",72,"Married",1943,1968,"white",0,1,"High school",0,"No, but worked 1-5 yrs age",38100,52100,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1903",2003,2,"female",76,"Married",1939,1960,"white",0,1,"College or greater",0,"No",0,86000,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1904",2004,2,"male",73,"Married",1942,1965,"white",0,1,"College or greater",40,"Yes",767000,1041000,482000,0,0,"Not a veteran",NA,NA,0,"Employed"
"1905",2006,2,"male",71,"Married",1944,1979,"Black",0,1,"College or greater",0,"No",60100,95170,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1906",2007,1,"male",82,"Widowed",1933,2007,"white",0,1,"High school",36,"Yes",70400,70400,6000,6000,0,"Veteran","PM","PM",0,"Employed"
"1907",2008,1,"female",78,"Widowed",1937,1958,"white",0,1,"High school",0,"No",136000,136000,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1908",2009,2,"female",65,"Married",1950,1987,"Asian",0,1,"College or greater",0,"No",12200,187300,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1909",2010,2,"female",70,"Divorced",1945,1975,"Black",0,1,"College or greater",20,"Yes",23600,40500,2000,0,0,"Not a veteran",NA,NA,0,"Unemployed"
"1910",2011,1,"male",71,"Never married",1944,0,"white",0,1,"College or greater",0,"No, but worked 1-5 yrs age",134100,134100,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1911",2012,2,"female",75,"Married",1940,1957,"white",0,1,"College or greater",24,"Yes",49000,323000,30000,0,0,"Not a veteran","PM","PM",0,"Employed"
"1912",2013,3,"female",68,"Married",1947,1972,"white",0,1,"College or greater",20,"Yes",151800,202800,72000,0,0,"Not a veteran","PM","PM",0,"Employed"
"1913",2015,2,"female",66,"Married",1949,1972,"white",0,1,"College or greater",0,"No, but worked 1-5 yrs age",23700,211500,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1914",2016,2,"male",82,"Married",1933,1994,"white",0,1,"Less than high school",0,"No",51800,51800,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1915",2017,1,"male",68,"Married",1947,1968,"white",0,1,"College or greater",0,"No, but worked 1-5 yrs age",40400,40400,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1916",2019,2,"male",72,"Married",1943,1967,"white",0,1,"College or greater",50,"Yes",262000,285000,1e+05,50000,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1917",2020,2,"male",67,"Married",1948,1970,"white",0,1,"High school",0,"No, but worked 1-5 yrs age",5000,15000,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1918",2021,1,"female",77,"Widowed",1938,1983,"white",0,1,"High school",10,"Yes",25660,25660,3300,0,0,"Not a veteran","PM","PM",0,"Employed"
"1919",2022,2,"male",65,"Married",1950,1980,"white",0,1,"College or greater",24,"Yes",59900,141900,14500,0,0,"Not a veteran",NA,NA,0,"Employed"
"1920",2023,1,"female",80,"Widowed",1935,1953,"white",0,1,"Less than high school",0,"No",17600,17600,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1921",2024,2,"male",71,"Married",1944,1978,"white",0,1,"College or greater",28,"Yes",80200,161700,0,61000,0,"Not a veteran","PM","PM",0,"Employed"
"1922",2025,2,"male",68,"Married",1947,1994,"white",0,1,"College or greater",35,"Yes",120500,180800,74000,0,0,"Not a veteran",NA,NA,0,"Employed"
"1923",2026,1,"female",68,"Widowed",1947,2007,"white",0,1,"High school",0,"No",6400,6400,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1924",2027,1,"female",70,"Widowed",1945,1980,"white",0,1,"College or greater",0,"No",278000,278000,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1925",2029,2,"female",73,"Divorced",1942,1964,"white",0,1,"High school",0,"No",41100,41100,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1926",2031,2,"male",80,"Married",1935,1955,"white",0,1,"High school",42,"Yes",63500,68600,37000,0,0,"Veteran",NA,NA,0,"Unemployed"
"1927",2032,1,"female",81,"Never married",1934,0,"white",0,1,"College or greater",0,"No",24000,24000,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1928",2033,1,"male",78,"Widowed",1937,1968,"white",0,1,"College or greater",0,"No",141100,141100,0,0,0,"Veteran",NA,NA,0,"Not in labor force"
"1929",2034,2,"female",79,"Married",1936,1957,"white",0,1,"High school",0,"No",5000,77000,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1930",2035,1,"female",65,"Widowed",1950,1990,"Otherse",1,1,"Less than high school",0,"No",5600,5600,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1931",2036,2,"female",81,"Married",1934,1955,"white",0,1,"College or greater",0,"No",8000,57000,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1932",2038,3,"male",76,"Married",1939,2005,"white",0,1,"High school",0,"No",1700,116700,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1933",2039,1,"female",67,"Divorced",1948,1978,"white",0,1,"College or greater",0,"No, but worked 1-5 yrs age",27800,27800,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1934",2040,5,"female",91,"Widowed",1924,1942,"white",0,1,"High school",0,"No",12000,206000,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1935",2042,2,"male",67,"Married",1948,2003,"white",0,1,"College or greater",16,"Yes",34500,46500,10000,0,0,"Veteran","PM","PM",0,"Employed"
"1936",2043,1,"female",68,"Divorced",1947,1968,"white",0,1,"High school",12,"Yes",30500,30500,8000,0,0,"Not a veteran",NA,NA,0,"Employed"
"1937",2044,1,"male",73,"Widowed",1942,1995,"white",0,1,"High school",10,"Yes",50000,50000,0,2000,0,"Veteran","PM","PM",0,"Employed"
"1938",2045,2,"male",70,"Married",1945,1974,"white",0,1,"College or greater",0,"No",57900,70100,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1939",2046,2,"female",83,"Married",1932,1959,"white",0,1,"High school",0,"No",12600,75500,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1940",2047,2,"male",73,"Married",1942,1979,"white",0,1,"High school",32,"Yes",41000,41000,10000,0,0,"Not a veteran",NA,NA,0,"Unemployed"
"1941",2048,6,"male",68,"Married",1947,1969,"Otherse",0,1,"College or greater",0,"No, but worked 1-5 yrs age",0,58900,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1942",2049,2,"female",68,"Married",1947,1970,"white",0,1,"College or greater",28,"Yes",24000,73000,12000,0,0,"Not a veteran","PM","PM",0,"Employed"
"1943",2050,1,"female",78,"Widowed",1937,1959,"Black",0,1,"College or greater",0,"No",32000,32000,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1944",2051,1,"female",86,"Widowed",1929,1951,"white",0,1,"College or greater",0,"No",23400,23400,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1945",2052,2,"female",86,"Married",1929,1950,"white",0,1,"High school",0,"No",6961,23861,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1946",2053,6,"female",81,"Never married",1934,0,"Asian",0,1,"College or greater",40,"Yes",112400,187400,104000,0,0,"Not a veteran","PM","PM",1,"Employed"
"1947",2054,2,"male",66,"Married",1949,2008,"white",0,1,"College or greater",24,"Yes",80000,124000,80000,0,0,"Veteran","PM","PM",0,"Employed"
"1948",2055,1,"male",71,"Divorced",1944,1959,"Black",0,1,"High school",3,"Yes",26700,26700,100,0,0,"Not a veteran","PM","PM",0,"Employed"
"1949",2056,2,"male",65,"Married",1950,1986,"white",0,1,"College or greater",32,"Yes",25600,39700,12000,0,0,"Not a veteran","PM","PM",0,"Employed"
"1950",2057,2,"male",80,"Married",1935,1956,"white",0,1,"High school",0,"No",35900,44100,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1951",2058,2,"male",72,"Married",1943,1967,"Black",0,1,"Less than high school",0,"No",42000,49600,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1952",2059,3,"female",76,"Married",1939,1957,"white",0,1,"High school",0,"No",4300,101200,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1953",2060,2,"male",87,"Married",1928,1986,"white",0,1,"College or greater",0,"No",56800,66700,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1954",2062,2,"female",70,"Married",1945,1979,"white",0,1,"College or greater",0,"No",2500,102500,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1955",2063,2,"female",68,"Married",1947,1988,"white",0,1,"High school",0,"No, but worked 1-5 yrs age",7400,23100,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1956",2064,2,"male",68,"Married",1947,1979,"white",0,1,"High school",0,"No",34400,63430,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1957",2065,2,"female",72,"Married",1943,1964,"Black",0,1,"High school",0,"No",9100,23900,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1958",2066,2,"male",73,"Married",1942,1966,"white",0,1,"College or greater",40,"Yes",413000,445000,382000,0,0,"Not a veteran","PM","PM",0,"Employed"
"1959",2067,2,"male",65,"Married",1950,1973,"white",0,1,"High school",50,"Yes",55000,131000,54000,0,0,"Not a veteran","PM","PM",0,"Employed"
"1960",2068,2,"female",71,"Married",1944,1962,"white",0,1,"High school",0,"No",6700,39240,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1961",2069,2,"male",67,"Married",1948,1969,"white",0,1,"College or greater",0,"No",68200,78200,0,0,0,"Veteran",NA,NA,0,"Not in labor force"
"1962",2070,1,"female",65,"Divorced",1950,1992,"white",0,1,"High school",0,"No, but worked 1-5 yrs age",18170,18170,0,0,170,"Not a veteran",NA,NA,0,"Not in labor force"
"1963",2071,1,"male",70,"Widowed",1945,2005,"white",0,1,"College or greater",0,"No, but worked 1-5 yrs age",17900,17900,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1964",2072,2,"male",71,"Married",1944,1976,"white",0,1,"High school",0,"No",28410,42610,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1965",2073,1,"female",86,"Never married",1929,0,"white",0,1,"College or greater",0,"No",18000,18000,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1966",2074,2,"male",68,"Married",1947,1967,"white",0,1,"High school",0,"No, but worked 1-5 yrs age",21100,53000,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1967",2075,1,"female",67,"Divorced",1948,1968,"white",0,1,"High school",0,"No, but worked 1-5 yrs age",10600,10600,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1968",2076,2,"female",75,"Married",1940,1968,"white",0,1,"High school",0,"No",9600,32000,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1969",2077,2,"male",80,"Married",1935,1960,"white",0,1,"High school",0,"No",26000,69900,0,0,0,"Veteran",NA,NA,0,"Not in labor force"
"1970",2078,2,"male",71,"Married",1944,1977,"white",0,1,"College or greater",40,"Yes",203600,268600,167000,0,0,"Not a veteran","PM","PM",0,"Employed"
